185119, 1809, 2338, 2891, 80, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218528, 1634, 2710, 2637, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218565, 1691, 2686, 2658, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218602, 1631, 2725, 2652, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218640, 1614, 2715, 2666, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218677, 1651, 2715, 2677, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218715, 1653, 2726, 2659, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218751, 1625, 2708, 2685, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218788, 1650, 2723, 2639, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218824, 1657, 2693, 2677, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218861, 1640, 2707, 2655, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218898, 1608, 2712, 2667, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218934, 1653, 2740, 2650, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
218971, 1691, 2702, 2684, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219008, 1628, 2712, 2641, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219044, 1627, 2697, 2665, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219081, 1653, 2722, 2679, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219118, 1629, 2715, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219159, 1633, 2720, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219201, 1666, 2710, 2678, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219243, 1661, 2695, 2686, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219284, 1653, 2699, 2667, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219326, 1646, 2697, 2652, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219368, 1633, 2689, 2649, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219409, 1683, 2719, 2670, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219451, 1653, 2716, 2662, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219493, 1684, 2695, 2642, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219535, 1630, 2726, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219571, 1626, 2713, 2658, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219607, 1644, 2702, 2658, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219643, 1690, 2691, 2673, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219679, 1679, 2712, 2656, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219715, 1620, 2726, 2653, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219752, 1631, 2739, 2669, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219788, 1658, 2705, 2672, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219824, 1642, 2712, 2648, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219860, 1646, 2729, 2653, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219896, 1619, 2688, 2654, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219933, 1634, 2716, 2660, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
219977, 1635, 2733, 2654, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220022, 1628, 2706, 2651, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220067, 1653, 2710, 2667, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220112, 1611, 2709, 2666, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220157, 1651, 2696, 2648, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220202, 1616, 2719, 2686, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220247, 1598, 2733, 2673, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220292, 1617, 2724, 2646, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220337, 1689, 2692, 2641, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220382, 1640, 2715, 2650, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220417, 1620, 2716, 2651, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220453, 1646, 2743, 2663, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220489, 1643, 2713, 2676, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220525, 1611, 2740, 2640, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220561, 1618, 2715, 2646, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220596, 1665, 2702, 2645, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220632, 1660, 2732, 2662, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220668, 1629, 2714, 2663, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220704, 1639, 2712, 2647, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220740, 1646, 2713, 2646, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220775, 1639, 2713, 2668, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220811, 1659, 2712, 2701, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220846, 1607, 2738, 2650, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220882, 1614, 2743, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220917, 1658, 2707, 2651, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220953, 1665, 2698, 2668, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
220988, 1625, 2684, 2681, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221024, 1617, 2727, 2677, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221059, 1658, 2722, 2655, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221095, 1664, 2700, 2633, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221131, 1636, 2720, 2666, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221172, 1647, 2711, 2665, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221214, 1644, 2714, 2657, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221256, 1643, 2719, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221298, 1637, 2708, 2655, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221340, 1662, 2728, 2669, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221382, 1629, 2719, 2659, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221424, 1669, 2708, 2668, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221466, 1604, 2725, 2683, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221508, 1631, 2744, 2640, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221550, 1603, 2739, 2671, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221589, 1666, 2735, 2652, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221628, 1655, 2706, 2659, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221667, 1621, 2747, 2665, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221706, 1624, 2741, 2644, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221745, 1636, 2747, 2653, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221784, 1624, 2718, 2645, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221823, 1633, 2711, 2654, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221862, 1641, 2715, 2678, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221901, 1636, 2718, 2648, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221940, 1640, 2749, 2651, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
221975, 1645, 2709, 2655, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222011, 1664, 2724, 2663, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222046, 1631, 2717, 2657, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222082, 1644, 2716, 2644, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222117, 1637, 2730, 2659, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222153, 1624, 2744, 2651, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222188, 1592, 2726, 2674, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222224, 1620, 2732, 2636, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222259, 1677, 2706, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222295, 1659, 2703, 2644, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222331, 1627, 2734, 2646, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222371, 1637, 2729, 2674, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222412, 1616, 2729, 2641, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222452, 1620, 2706, 2641, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222493, 1650, 2713, 2672, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222533, 1638, 2740, 2648, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222574, 1634, 2740, 2648, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222614, 1632, 2719, 2663, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222655, 1616, 2733, 2649, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222695, 1661, 2704, 2630, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222736, 1633, 2695, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222772, 1605, 2737, 2633, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222808, 1619, 2721, 2661, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222844, 1604, 2781, 2656, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222880, 1604, 2729, 2669, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222916, 1651, 2717, 2635, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222952, 1664, 2735, 2668, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
222988, 1590, 2738, 2641, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223024, 1615, 2766, 2643, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223060, 1648, 2766, 2625, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223096, 1600, 2753, 2670, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223133, 1626, 2732, 2632, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223174, 1624, 2738, 2648, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223216, 1649, 2724, 2630, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223257, 1658, 2771, 2666, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223299, 1634, 2754, 2614, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223340, 1668, 2728, 2643, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223382, 1673, 2692, 2611, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223423, 1692, 2711, 2625, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223465, 1641, 2742, 2676, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223506, 1658, 2815, 2682, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223548, 1678, 2729, 2639, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223586, 1755, 2693, 2598, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223625, 1823, 2647, 2525, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223664, 1905, 2635, 2561, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223703, 1754, 2663, 2639, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223742, 1647, 2693, 2627, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223780, 1639, 2779, 2659, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223819, 1654, 2762, 2577, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223858, 1733, 2693, 2620, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223897, 1797, 2678, 2551, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223936, 1780, 2690, 2677, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
223971, 1730, 2702, 2608, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224006, 1739, 2731, 2628, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224042, 1734, 2733, 2553, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224077, 1724, 2709, 2614, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224112, 1752, 2706, 2584, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224148, 1738, 2679, 2662, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224183, 1705, 2707, 2595, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224218, 1742, 2713, 2592, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224254, 1745, 2729, 2603, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224289, 1766, 2736, 2635, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224325, 1730, 2703, 2605, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224365, 1718, 2727, 2582, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224406, 1715, 2729, 2636, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224446, 1672, 2739, 2572, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224487, 1714, 2750, 2634, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224528, 1677, 2703, 2553, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224568, 1787, 2743, 2608, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224609, 1693, 2765, 2686, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224649, 1773, 2630, 2527, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224690, 1774, 2734, 2672, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224731, 1742, 2734, 2581, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224771, 1623, 2632, 2532, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224812, 1693, 2695, 2652, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224852, 1681, 2745, 2656, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224893, 1639, 2711, 2636, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224933, 1707, 2708, 2641, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
224974, 1785, 2700, 2653, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225014, 1776, 2666, 2608, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225055, 1759, 2658, 2623, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225095, 1775, 2690, 2589, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225136, 1745, 2690, 2590, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225174, 1710, 2702, 2560, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225212, 1726, 2734, 2660, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225250, 1693, 2707, 2634, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225288, 1745, 2697, 2585, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225326, 1723, 2712, 2609, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225364, 1691, 2691, 2597, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225402, 1707, 2731, 2576, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225440, 1736, 2733, 2615, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225478, 1667, 2723, 2598, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225516, 1659, 2793, 2584, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225555, 1571, 2806, 2611, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225597, 1682, 2821, 2576, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225639, 1692, 2777, 2590, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225681, 1641, 2789, 2526, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225723, 1626, 2827, 2519, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225765, 1605, 2859, 2520, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225807, 1611, 2855, 2507, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225849, 1631, 2820, 2582, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225891, 1613, 2818, 2543, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225933, 1614, 2830, 2541, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
225975, 1646, 2823, 2551, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226008, 1613, 2837, 2575, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226041, 1631, 2852, 2533, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226074, 1606, 2836, 2549, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226107, 1595, 2837, 2556, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226140, 1590, 2815, 2530, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226173, 1610, 2857, 2553, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226206, 1652, 2822, 2537, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226239, 1663, 2847, 2547, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226272, 1655, 2795, 2546, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226305, 1642, 2839, 2562, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226339, 1544, 2879, 2588, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226377, 1586, 2860, 2489, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226416, 1608, 2849, 2556, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226454, 1659, 2794, 2467, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226493, 1700, 2869, 2521, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226531, 1590, 2848, 2565, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226570, 1541, 2870, 2576, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226608, 1512, 2885, 2570, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226647, 1563, 2879, 2541, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226685, 1551, 2895, 2507, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226724, 1534, 2869, 2543, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226764, 1558, 2887, 2567, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226805, 1596, 2883, 2501, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
226845, 1640, 2841, 2547, 78, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
