156841, -529, 3608, -2052, 75, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195778, -587, 3473, -2062, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195816, -609, 3479, -2083, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195855, -620, 3483, -2132, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195893, -658, 3466, -2061, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195932, -634, 3469, -2043, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
195970, -628, 3466, -2125, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196009, -618, 3431, -2030, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196048, -622, 3487, -2067, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196085, -639, 3465, -2076, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196122, -617, 3458, -2061, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196159, -582, 3452, -2076, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196196, -583, 3455, -2075, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196233, -608, 3451, -2085, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196270, -609, 3450, -2092, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196307, -616, 3453, -2051, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196344, -674, 3469, -2103, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196381, -614, 3494, -2059, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196419, -625, 3479, -2087, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196459, -627, 3446, -2081, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196500, -619, 3459, -2071, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196540, -598, 3494, -2133, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196581, -587, 3467, -2073, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196622, -592, 3476, -2081, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196662, -618, 3471, -2084, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196703, -607, 3435, -2088, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196743, -612, 3447, -2100, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196784, -633, 3470, -2093, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196825, -622, 3442, -2104, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196863, -624, 3421, -2120, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196902, -596, 3457, -2091, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196940, -631, 3521, -2119, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
196979, -587, 3459, -2076, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197018, -613, 3447, -2096, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197056, -664, 3452, -2101, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197095, -652, 3435, -2085, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197134, -639, 3451, -2106, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197172, -622, 3429, -2086, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197211, -630, 3467, -2059, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197250, -665, 3482, -2095, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197286, -664, 3462, -2072, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197323, -640, 3453, -2074, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197360, -654, 3459, -2076, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197397, -654, 3475, -2091, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197434, -677, 3434, -2081, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197471, -654, 3442, -2066, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197508, -674, 3487, -2067, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197545, -672, 3473, -2076, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197582, -661, 3459, -2058, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197619, -653, 3465, -2073, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197661, -660, 3436, -2050, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197703, -674, 3485, -2090, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197746, -668, 3463, -2086, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197788, -653, 3451, -2050, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197830, -685, 3450, -2067, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197873, -671, 3449, -2056, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197915, -658, 3464, -2050, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
197957, -661, 3479, -2066, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198000, -680, 3481, -2066, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198042, -692, 3431, -2071, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198085, -659, 3466, -2056, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198118, -674, 3502, -2054, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198152, -632, 3497, -2074, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198186, -669, 3489, -2034, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198220, -675, 3487, -2067, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198254, -672, 3479, -2025, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198288, -651, 3499, -2068, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198322, -654, 3479, -2075, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198356, -652, 3481, -2013, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198390, -654, 3487, -2052, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198424, -640, 3474, -2038, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198463, -644, 3484, -2033, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198503, -663, 3484, -2038, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198542, -652, 3497, -2032, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198582, -654, 3470, -2014, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198621, -661, 3495, -2027, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198661, -676, 3519, -2018, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198700, -639, 3498, -2051, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198740, -660, 3501, -1969, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198779, -647, 3525, -2050, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198819, -661, 3478, -1990, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198857, -677, 3510, -1995, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198895, -663, 3492, -2032, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198933, -668, 3487, -1971, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
198972, -651, 3516, -2025, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199010, -662, 3488, -1990, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199048, -671, 3500, -2000, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199086, -664, 3497, -2016, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199125, -658, 3478, -2015, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199163, -668, 3426, -2020, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199201, -664, 3484, -2025, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199240, -676, 3532, -2015, 71, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199277, -655, 3497, -2035, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199315, -640, 3515, -1983, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199352, -669, 3495, -2074, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199390, -680, 3465, -2024, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199428, -691, 3534, -2035, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199465, -662, 3473, -2052, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199503, -681, 3478, -1992, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199540, -683, 3491, -2073, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199578, -657, 3487, -2049, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199616, -664, 3474, -2026, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199657, -697, 3484, -2050, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199699, -667, 3492, -2043, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199741, -697, 3455, -2025, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199783, -687, 3473, -2022, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199825, -686, 3499, -2042, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199866, -658, 3461, -2064, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199908, -658, 3472, -1984, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199950, -668, 3476, -2101, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
199992, -680, 3432, -2028, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200034, -672, 3480, -2056, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200068, -658, 3478, -2085, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200103, -650, 3448, -2020, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200138, -652, 3465, -2056, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200173, -650, 3465, -2056, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200208, -674, 3448, -2051, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200242, -654, 3489, -2062, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200277, -673, 3458, -2070, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200312, -658, 3455, -2063, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200347, -669, 3477, -2067, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200382, -657, 3502, -2078, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200417, -669, 3439, -2086, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200456, -657, 3469, -2042, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200496, -665, 3490, -2125, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200536, -659, 3450, -2063, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200576, -669, 3473, -2050, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200616, -674, 3476, -2105, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200656, -668, 3458, -2035, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200696, -672, 3488, -2083, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200736, -663, 3474, -2078, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200776, -666, 3449, -2063, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200816, -646, 3474, -2070, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200854, -669, 3469, -2067, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200892, -660, 3471, -2074, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200930, -653, 3457, -2067, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
200968, -657, 3504, -2066, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201006, -653, 3440, -2101, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201044, -657, 3463, -2021, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201082, -663, 3468, -2140, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201120, -652, 3421, -2063, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201158, -645, 3469, -2073, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201196, -644, 3494, -2108, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201235, -651, 3458, -2034, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201273, -642, 3501, -2114, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201311, -646, 3463, -2084, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201349, -638, 3446, -2070, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201387, -656, 3461, -2040, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201425, -660, 3446, -2088, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201463, -669, 3462, -2077, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201501, -662, 3451, -2068, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201539, -649, 3472, -2044, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201577, -685, 3500, -2062, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201615, -621, 3461, -2051, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201656, -646, 3485, -2060, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201698, -658, 3471, -2069, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201740, -662, 3460, -2035, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201782, -664, 3504, -2080, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201824, -645, 3483, -2069, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201866, -652, 3453, -2036, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201908, -671, 3495, -2060, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201950, -652, 3489, -2043, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
201992, -663, 3472, -2061, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202034, -663, 3445, -2050, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202069, -668, 3463, -2060, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202104, -656, 3465, -2046, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202139, -676, 3492, -2048, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202174, -703, 3509, -2037, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202209, -672, 3468, -2092, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202244, -657, 3484, -1997, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202279, -668, 3494, -2095, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202314, -691, 3453, -2051, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202349, -667, 3481, -2053, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202384, -654, 3496, -2086, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202419, -667, 3452, -2034, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202461, -677, 3491, -2069, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202503, -670, 3450, -2066, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202546, -681, 3468, -2068, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202588, -678, 3484, -2060, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202631, -645, 3453, -2057, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202673, -662, 3487, -2074, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202715, -682, 3442, -2040, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202758, -671, 3462, -2045, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202800, -696, 3507, -2058, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202843, -647, 3460, -2053, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202878, -667, 3471, -2029, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202914, -673, 3496, -2101, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202949, -662, 3457, -2047, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
202985, -699, 3479, -2045, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203020, -652, 3498, -2096, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203056, -662, 3449, -2027, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203091, -673, 3487, -2072, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203127, -672, 3468, -2049, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203162, -668, 3469, -2049, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203198, -694, 3468, -2060, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203234, -678, 3470, -2065, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203272, -683, 3455, -2089, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203310, -694, 3439, -2067, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203349, -688, 3460, -2071, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203387, -703, 3473, -2059, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203426, -662, 3474, -2043, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203464, -693, 3479, -2054, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203502, -711, 3457, -2063, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203541, -710, 3450, -2053, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203579, -717, 3457, -2067, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203618, -695, 3454, -2075, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203660, -685, 3465, -2043, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203702, -697, 3461, -2065, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203744, -664, 3452, -2058, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203787, -699, 3480, -2060, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203829, -716, 3480, -2070, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203871, -700, 3471, -2063, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203914, -696, 3474, -2062, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203956, -696, 3441, -2069, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
203998, -681, 3474, -2048, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204041, -704, 3476, -2042, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204076, -671, 3478, -2049, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204111, -671, 3471, -2088, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204146, -704, 3449, -2092, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204181, -690, 3445, -2053, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204216, -689, 3485, -2079, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204251, -698, 3449, -2068, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204286, -697, 3453, -2067, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204321, -674, 3463, -2080, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204356, -684, 3471, -2049, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204391, -683, 3472, -2044, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204427, -692, 3459, -2045, 68, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204466, -697, 3451, -2061, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204505, -685, 3472, -2059, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204544, -702, 3477, -2032, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204583, -709, 3437, -2052, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204622, -670, 3482, -2058, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204661, -653, 3446, -2089, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204700, -669, 3469, -2016, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204739, -672, 3474, -2105, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204778, -680, 3447, -2046, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204818, -678, 3488, -2086, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204856, -668, 3453, -2089, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204894, -663, 3449, -2029, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204932, -699, 3495, -2083, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
204971, -677, 3463, -2059, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205009, -686, 3435, -2046, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205047, -690, 3480, -2077, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205085, -695, 3473, -2039, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205124, -706, 3467, -2073, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205162, -683, 3467, -2057, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205200, -673, 3452, -2071, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205239, -705, 3465, -2048, 69, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205276, -680, 3455, -2088, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205314, -647, 3468, -2035, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205352, -654, 3477, -2087, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205390, -681, 3460, -2084, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205428, -665, 3474, -2067, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
205466, -661, 3480, -2078, 70, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
