28713, -651, 3983, -1123, , f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65678, -670, 3818, -1222, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65719, -693, 3795, -1187, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65761, -711, 3901, -1202, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65803, -657, 3910, -1224, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65844, -676, 3903, -1222, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65886, -695, 3821, -1249, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65927, -682, 3816, -1221, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
65969, -653, 3853, -1288, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66011, -662, 3835, -1248, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66050, -645, 3841, -1249, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66090, -708, 3827, -1236, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66130, -691, 3842, -1288, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66170, -670, 3838, -1245, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66210, -689, 3854, -1241, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66249, -699, 3836, -1238, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66289, -700, 3834, -1278, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66329, -686, 3864, -1242, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66369, -641, 3857, -1285, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66409, -677, 3844, -1241, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66449, -687, 3826, -1262, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66485, -697, 3829, -1240, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66522, -696, 3872, -1265, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66559, -679, 3809, -1251, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66596, -696, 3836, -1263, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66633, -700, 3849, -1257, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66669, -702, 3848, -1233, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66706, -691, 3832, -1243, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66743, -697, 3816, -1262, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66780, -683, 3804, -1257, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66817, -703, 3798, -1271, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66857, -719, 3859, -1246, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66898, -700, 3827, -1276, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66939, -679, 3838, -1222, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
66980, -719, 3832, -1286, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67021, -701, 3822, -1255, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67062, -699, 3849, -1261, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67103, -698, 3784, -1245, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67144, -700, 3824, -1238, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67185, -715, 3846, -1275, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67226, -705, 3839, -1261, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67259, -702, 3837, -1267, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67292, -718, 3830, -1266, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67326, -713, 3829, -1278, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67359, -722, 3797, -1252, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67392, -741, 3770, -1254, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67426, -748, 3860, -1271, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67459, -716, 3854, -1266, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67492, -723, 3822, -1255, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67526, -742, 3822, -1261, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67559, -714, 3857, -1263, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67593, -695, 3856, -1279, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67638, -677, 3816, -1259, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67684, -715, 3787, -1280, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67729, -712, 3820, -1264, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67775, -701, 3846, -1275, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67820, -698, 3826, -1246, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67866, -705, 3861, -1270, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67911, -738, 3828, -1252, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
67957, -719, 3816, -1285, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68002, -704, 3801, -1257, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68048, -699, 3820, -1293, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68078, -690, 3807, -1204, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68109, -714, 3835, -1281, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68139, -710, 3842, -1240, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68170, -700, 3856, -1256, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68201, -700, 3808, -1262, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68231, -689, 3807, -1235, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68262, -691, 3827, -1263, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68293, -714, 3857, -1246, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68323, -670, 3834, -1240, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68354, -686, 3826, -1254, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68385, -674, 3832, -1253, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68424, -689, 3858, -1244, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68464, -670, 3867, -1264, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68504, -705, 3876, -1212, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68544, -684, 3845, -1271, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68584, -696, 3829, -1181, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68623, -732, 3807, -1269, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68663, -697, 3778, -1248, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68703, -684, 3808, -1229, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68743, -677, 3807, -1251, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68783, -706, 3857, -1194, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68825, -714, 3890, -1228, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68868, -693, 3833, -1216, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68911, -698, 3845, -1227, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68954, -692, 3877, -1240, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
68997, -696, 3886, -1225, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69039, -679, 3830, -1215, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69082, -657, 3793, -1225, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69125, -688, 3886, -1256, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69168, -679, 3824, -1207, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69211, -687, 3851, -1244, 104, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69244, -685, 3870, -1252, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69277, -687, 3863, -1233, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69311, -681, 3863, -1240, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69344, -673, 3826, -1221, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69378, -707, 3851, -1222, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69411, -691, 3847, -1236, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69445, -693, 3844, -1214, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69478, -707, 3849, -1242, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69512, -703, 3822, -1247, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69545, -715, 3809, -1223, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69579, -680, 3839, -1258, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69620, -695, 3877, -1228, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69662, -691, 3819, -1282, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69704, -661, 3830, -1205, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69746, -679, 3859, -1297, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69788, -661, 3835, -1231, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69830, -683, 3854, -1254, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69872, -650, 3819, -1262, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69914, -676, 3831, -1222, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69956, -690, 3858, -1269, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
69998, -679, 3859, -1241, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70033, -669, 3815, -1291, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70069, -706, 3877, -1246, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70105, -683, 3839, -1234, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70141, -668, 3836, -1254, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70177, -673, 3787, -1232, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70213, -679, 3871, -1245, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70249, -668, 3853, -1272, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70285, -668, 3830, -1215, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70321, -682, 3846, -1263, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70357, -685, 3809, -1234, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70393, -695, 3870, -1277, 105, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70434, -654, 3830, -1267, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70476, -680, 3812, -1216, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70518, -692, 3842, -1263, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70560, -676, 3839, -1241, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70602, -678, 3853, -1259, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70644, -680, 3847, -1231, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70686, -679, 3840, -1243, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70728, -696, 3822, -1234, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70770, -671, 3836, -1242, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70812, -698, 3866, -1253, 107, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70852, -663, 3836, -1250, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70892, -664, 3810, -1251, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70933, -693, 3823, -1258, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
70973, -677, 3827, -1246, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71014, -696, 3862, -1278, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71054, -683, 3827, -1253, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71094, -694, 3846, -1264, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71135, -660, 3841, -1267, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71175, -674, 3851, -1260, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71216, -664, 3843, -1269, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71252, -676, 3855, -1236, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71288, -673, 3860, -1244, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71324, -686, 3846, -1275, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71360, -676, 3843, -1234, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71396, -662, 3854, -1247, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71432, -643, 3842, -1239, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71468, -643, 3828, -1279, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71504, -660, 3836, -1245, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71540, -657, 3829, -1239, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71576, -639, 3853, -1257, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71612, -660, 3825, -1246, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71651, -686, 3853, -1251, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71691, -687, 3839, -1248, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71731, -661, 3819, -1254, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71770, -665, 3852, -1267, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71810, -650, 3844, -1260, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71850, -653, 3825, -1250, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71889, -685, 3829, -1264, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71929, -665, 3816, -1232, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
71969, -681, 3824, -1244, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72009, -650, 3828, -1235, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72046, -655, 3832, -1286, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72083, -676, 3863, -1249, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72120, -654, 3866, -1257, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72157, -643, 3834, -1256, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72194, -634, 3809, -1245, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72231, -654, 3846, -1272, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72268, -658, 3922, -1310, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72305, -668, 3885, -1229, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72342, -668, 3906, -1250, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72379, -656, 3828, -1249, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72416, -649, 3849, -1244, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72453, -671, 3795, -1249, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72491, -678, 3857, -1232, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72529, -685, 3858, -1261, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72567, -645, 3847, -1223, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72605, -648, 3875, -1280, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72643, -681, 3853, -1236, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72681, -647, 3868, -1241, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72719, -664, 3847, -1239, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72757, -675, 3841, -1220, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72795, -661, 3881, -1216, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72836, -650, 3864, -1231, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72878, -648, 3869, -1225, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72920, -675, 3839, -1212, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
72961, -679, 3857, -1243, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73003, -647, 3846, -1181, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73045, -662, 3864, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73086, -666, 3890, -1199, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73128, -650, 3845, -1253, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73170, -667, 3886, -1174, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73212, -672, 3849, -1244, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73245, -657, 3809, -1183, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73279, -656, 3883, -1229, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73313, -651, 3860, -1199, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73346, -622, 3867, -1158, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73380, -665, 3876, -1195, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73414, -661, 3850, -1191, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73448, -650, 3845, -1205, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73481, -668, 3834, -1207, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73515, -637, 3847, -1182, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73549, -658, 3857, -1214, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73583, -644, 3905, -1181, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73625, -636, 3826, -1228, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73668, -643, 3869, -1160, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73710, -645, 3844, -1246, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73753, -656, 3803, -1196, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73796, -667, 3875, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73838, -685, 3891, -1211, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73881, -687, 3876, -1170, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73923, -701, 3893, -1214, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
73966, -663, 3833, -1216, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74009, -656, 3826, -1196, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74044, -690, 3849, -1250, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74080, -654, 3852, -1215, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74115, -681, 3840, -1227, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74151, -667, 3843, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74186, -674, 3887, -1231, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74222, -637, 3883, -1192, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74257, -674, 3861, -1229, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74293, -658, 3878, -1207, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74328, -648, 3865, -1232, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74364, -659, 3868, -1208, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74400, -640, 3850, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74438, -667, 3869, -1232, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74476, -677, 3846, -1227, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74514, -672, 3844, -1175, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74553, -657, 3840, -1198, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74591, -679, 3853, -1204, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74629, -678, 3851, -1222, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74668, -686, 3854, -1206, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74706, -682, 3895, -1193, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74744, -648, 3859, -1222, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74783, -671, 3855, -1196, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74825, -672, 3861, -1246, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
74868, -663, 3867, -1220, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
