26602, -1018, 3222, -2431, , 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63204, -976, 3058, -2545, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63241, -978, 3080, -2539, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63281, -941, 3030, -2544, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63322, -940, 3054, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63363, -989, 3097, -2558, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63403, -1002, 3049, -2526, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63444, -987, 3071, -2557, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63485, -1001, 3058, -2542, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63525, -949, 3037, -2491, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63566, -973, 3044, -2539, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63607, -987, 3088, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63648, -958, 3060, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63693, -981, 3063, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63738, -979, 3042, -2528, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63783, -992, 3067, -2542, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63828, -995, 3042, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63874, -992, 3073, -2514, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63919, -964, 3053, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
63964, -954, 3082, -2562, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64009, -952, 3080, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64054, -994, 3082, -2570, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64100, -972, 3033, -2492, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64130, -961, 3030, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64161, -987, 3078, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64192, -1000, 3056, -2533, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64223, -987, 3057, -2498, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64254, -979, 3063, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64285, -975, 3087, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64316, -987, 3050, -2542, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64347, -980, 3074, -2532, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64378, -967, 3039, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64409, -954, 3053, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64440, -983, 3062, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64486, -979, 3094, -2546, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64532, -980, 3083, -2527, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64578, -973, 3041, -2549, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64624, -954, 3048, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64670, -982, 3049, -2539, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64716, -993, 3060, -2546, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64762, -993, 3064, -2506, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64808, -960, 3085, -2561, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64854, -955, 3048, -2551, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64900, -962, 3035, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64932, -957, 3046, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64964, -965, 3106, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
64996, -997, 3153, -2529, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65028, -1000, 3122, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65060, -1011, 3147, -2525, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65093, -1006, 3055, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65125, -977, 3037, -2535, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65157, -967, 2990, -2498, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65189, -960, 2991, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65221, -969, 2987, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65254, -941, 3016, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65292, -935, 3024, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65331, -966, 3120, -2543, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65369, -971, 3083, -2575, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65408, -1003, 3019, -2497, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65446, -991, 3054, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65485, -988, 3084, -2575, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65523, -990, 3033, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65562, -933, 3047, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65600, -952, 3056, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65639, -969, 3073, -2580, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65680, -986, 3053, -2549, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65721, -986, 3065, -2544, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65762, -979, 3055, -2549, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65803, -975, 3027, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65845, -954, 3023, -2545, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65886, -990, 3043, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65927, -1000, 3101, -2554, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
65968, -979, 3071, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66009, -962, 3032, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66051, -971, 3060, -2582, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66090, -970, 3038, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66130, -948, 3059, -2552, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66170, -953, 3085, -2533, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66210, -941, 3067, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66250, -966, 3062, -2498, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66289, -974, 3069, -2543, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66329, -957, 3018, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66369, -974, 3026, -2530, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66409, -979, 3066, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66449, -964, 3069, -2527, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66489, -988, 3084, -2559, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66525, -981, 3032, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66562, -989, 3025, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66599, -990, 3024, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66636, -985, 3066, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66673, -966, 3037, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66709, -960, 3075, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66746, -989, 3027, -2590, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66783, -970, 3020, -2528, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66820, -986, 3055, -2554, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66857, -969, 3043, -2568, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66899, -986, 3030, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66942, -956, 3062, -2560, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
66985, -992, 3062, -2562, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67028, -979, 3021, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67071, -991, 3058, -2552, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67113, -1000, 3036, -2555, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67156, -995, 3050, -2558, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67199, -1001, 3035, -2544, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67242, -973, 3063, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67285, -1006, 3041, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67319, -997, 3033, -2540, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67354, -990, 3075, -2545, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67388, -938, 2997, -2560, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67423, -993, 3053, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67458, -978, 3069, -2567, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67492, -1000, 3065, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67527, -999, 3075, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67562, -945, 3020, -2533, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67596, -965, 3043, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67631, -977, 3044, -2546, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67666, -991, 3054, -2539, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67711, -979, 3039, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67756, -991, 3038, -2530, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67801, -987, 3070, -2552, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67846, -978, 3036, -2554, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67892, -947, 3059, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67937, -988, 3047, -2540, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
67982, -979, 3078, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68027, -996, 3005, -2550, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68072, -949, 3071, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68118, -958, 3081, -2542, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68149, -939, 3104, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68181, -956, 3084, -2558, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68212, -962, 3058, -2543, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68244, -1006, 2976, -2436, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68275, -919, 3108, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68307, -950, 3109, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68338, -932, 3064, -2486, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68370, -897, 3083, -2548, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68401, -901, 3098, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68433, -919, 3075, -2487, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68465, -938, 3088, -2506, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68502, -939, 3067, -2499, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68539, -957, 3068, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68576, -925, 3103, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68613, -919, 3084, -2502, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68650, -932, 3088, -2526, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68687, -927, 3081, -2515, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68724, -940, 3069, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68761, -943, 3111, -2483, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68798, -944, 3096, -2564, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68835, -954, 3066, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68880, -934, 3045, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68926, -934, 3109, -2551, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
68972, -947, 3128, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69017, -935, 3092, -2504, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69063, -954, 3081, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69109, -934, 3078, -2528, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69154, -937, 3061, -2493, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69200, -924, 3093, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69246, -950, 3092, -2504, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69292, -972, 3076, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69323, -944, 3073, -2553, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69355, -928, 3088, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69386, -960, 3078, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69418, -922, 3050, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69450, -956, 3073, -2495, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69481, -961, 3083, -2579, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69513, -949, 3056, -2481, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69545, -936, 3089, -2532, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69576, -944, 3091, -2548, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69608, -940, 3088, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69640, -926, 3062, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69683, -923, 3072, -2534, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69726, -937, 3057, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69770, -960, 3084, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69813, -941, 3071, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69857, -952, 3070, -2537, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69900, -939, 3050, -2502, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69943, -914, 3074, -2514, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
69987, -965, 3064, -2527, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70030, -909, 3071, -2545, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70074, -936, 3084, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70110, -948, 3067, -2556, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70147, -955, 3059, -2510, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70184, -959, 3078, -2554, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70220, -962, 3116, -2548, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70257, -944, 3088, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70294, -926, 3052, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70330, -938, 3084, -2539, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70367, -960, 3067, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70404, -966, 3091, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70441, -931, 3065, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70480, -986, 3062, -2536, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70519, -958, 3066, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70558, -982, 3072, -2511, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70597, -974, 3070, -2553, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70636, -936, 3091, -2487, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70675, -949, 3080, -2597, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70714, -967, 3046, -2510, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70753, -945, 3057, -2516, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70792, -966, 3083, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70831, -939, 3071, -2548, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70870, -980, 3059, -2485, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70907, -955, 3066, -2519, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70945, -956, 3063, -2505, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
70983, -953, 3054, -2496, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71020, -968, 3062, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71058, -967, 3063, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71096, -976, 3050, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71133, -946, 3083, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71171, -954, 3069, -2547, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71209, -952, 3102, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71247, -961, 3075, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71288, -961, 3080, -2503, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71329, -961, 3050, -2525, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71370, -976, 3088, -2569, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71411, -962, 3069, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71452, -959, 3046, -2523, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71493, -982, 3085, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71534, -945, 3045, -2530, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71575, -948, 3050, -2512, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71616, -943, 3069, -2542, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71657, -941, 3074, -2522, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71698, -941, 3057, -2541, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71732, -958, 3072, -2508, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71766, -953, 3067, -2560, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71800, -932, 3113, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71834, -924, 3091, -2591, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71868, -963, 3053, -2509, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71902, -947, 3069, -2549, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71936, -937, 3064, -2563, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
71970, -945, 3072, -2510, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72004, -952, 3071, -2535, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72039, -959, 3056, -2542, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72078, -928, 3051, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72117, -958, 3063, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72156, -956, 3059, -2534, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72195, -980, 3063, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72235, -964, 3069, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72274, -971, 3087, -2550, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72313, -957, 3079, -2517, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72352, -955, 3062, -2578, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72391, -956, 3078, -2501, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
72431, -958, 3076, -2582, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
