14628, -652, 3311, -2407, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50187, -907, 3523, -1840, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50224, -942, 3521, -1851, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50262, -935, 3563, -1877, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50299, -906, 3533, -1850, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50336, -948, 3554, -1849, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50374, -915, 3555, -1846, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50412, -918, 3520, -1848, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50451, -904, 3548, -1826, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50490, -931, 3546, -1877, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50529, -886, 3519, -1817, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50568, -918, 3541, -1881, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50606, -890, 3544, -1883, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50645, -935, 3589, -1827, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50684, -869, 3538, -1899, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50723, -909, 3499, -1836, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50762, -892, 3526, -1860, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50801, -864, 3495, -1848, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50836, -868, 3509, -1828, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50872, -868, 3530, -1866, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50907, -868, 3482, -1878, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50943, -883, 3491, -1854, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
50978, -891, 3447, -1806, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51014, -917, 3576, -1818, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51049, -866, 3645, -1936, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51085, -887, 3567, -1811, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51120, -852, 3487, -1906, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51156, -858, 3446, -1833, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51202, -865, 3587, -1923, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51248, -844, 3554, -1907, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51294, -889, 3541, -1849, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51340, -859, 3572, -1900, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51387, -842, 3552, -1894, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51433, -835, 3526, -1881, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51479, -850, 3523, -1894, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51525, -820, 3517, -1861, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51571, -838, 3502, -1942, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51618, -875, 3559, -1879, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51649, -831, 3533, -1928, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51680, -882, 3564, -1908, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51711, -873, 3530, -1925, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51742, -857, 3512, -1880, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51773, -833, 3535, -1935, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51804, -841, 3519, -1945, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51835, -868, 3535, -1910, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51866, -860, 3522, -1924, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51897, -875, 3494, -1889, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51928, -856, 3480, -1903, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
51959, -840, 3530, -1905, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52000, -887, 3558, -1910, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52041, -891, 3498, -1877, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52082, -920, 3537, -1844, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52123, -890, 3518, -1896, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52164, -880, 3531, -1809, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52205, -861, 3580, -1886, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52246, -924, 3553, -1847, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52287, -907, 3533, -1839, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52328, -914, 3562, -1855, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52369, -887, 3510, -1785, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52404, -931, 3551, -1822, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52439, -940, 3551, -1833, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52475, -931, 3573, -1791, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52510, -919, 3567, -1777, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52545, -922, 3565, -1789, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52581, -924, 3540, -1775, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52616, -926, 3515, -1801, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52651, -936, 3563, -1754, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52687, -924, 3535, -1792, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52722, -890, 3582, -1743, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52758, -947, 3543, -1799, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52797, -941, 3557, -1784, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52836, -933, 3585, -1766, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52875, -921, 3577, -1784, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52914, -920, 3569, -1764, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52953, -924, 3561, -1785, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
52992, -945, 3552, -1794, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53031, -927, 3556, -1767, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53070, -919, 3582, -1767, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53109, -933, 3577, -1790, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53149, -955, 3568, -1758, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53196, -934, 3576, -1755, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53243, -931, 3556, -1813, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53290, -942, 3588, -1748, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53338, -885, 3570, -1817, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53385, -917, 3582, -1751, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53432, -925, 3534, -1793, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53480, -928, 3591, -1758, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53527, -939, 3605, -1802, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53574, -955, 3585, -1750, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53622, -911, 3551, -1762, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53653, -923, 3555, -1719, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53684, -899, 3578, -1783, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53715, -894, 3613, -1767, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53746, -938, 3570, -1738, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53777, -914, 3588, -1761, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53808, -919, 3578, -1752, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53839, -930, 3587, -1720, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53870, -952, 3576, -1749, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53901, -942, 3607, -1739, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53932, -860, 3562, -1745, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
53964, -883, 3551, -1725, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54006, -921, 3572, -1721, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54049, -947, 3663, -1733, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54091, -959, 3616, -1751, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54134, -922, 3556, -1712, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54176, -928, 3564, -1711, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54219, -963, 3594, -1753, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54261, -964, 3587, -1744, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54304, -955, 3576, -1735, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54346, -935, 3592, -1728, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54389, -924, 3579, -1734, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54422, -933, 3569, -1687, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54455, -933, 3546, -1730, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54488, -940, 3605, -1715, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54521, -952, 3620, -1732, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54554, -926, 3632, -1672, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54587, -945, 3591, -1755, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54620, -920, 3570, -1706, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54653, -935, 3574, -1695, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54686, -939, 3615, -1732, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54719, -968, 3576, -1691, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54753, -961, 3623, -1709, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54795, -987, 3581, -1699, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54837, -977, 3603, -1714, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54879, -973, 3593, -1690, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54921, -972, 3592, -1684, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
54963, -973, 3601, -1695, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55005, -986, 3584, -1671, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55047, -969, 3571, -1693, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55089, -1001, 3627, -1693, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55131, -953, 3601, -1720, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55173, -960, 3585, -1694, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55214, -993, 3601, -1726, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55255, -1005, 3576, -1704, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55297, -979, 3563, -1709, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55338, -960, 3540, -1697, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55380, -962, 3569, -1702, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55421, -919, 3607, -1710, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55462, -999, 3616, -1710, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55504, -978, 3649, -1698, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55545, -953, 3600, -1709, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55587, -972, 3585, -1740, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55624, -942, 3570, -1733, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55662, -971, 3514, -1737, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55699, -995, 3569, -1736, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55737, -976, 3576, -1768, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55774, -949, 3604, -1708, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55812, -986, 3547, -1781, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55849, -949, 3575, -1737, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55887, -943, 3595, -1754, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55924, -926, 3591, -1784, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
55962, -911, 3557, -1751, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56000, -907, 3563, -1776, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56037, -940, 3575, -1801, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56074, -920, 3565, -1786, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56112, -899, 3577, -1797, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56149, -919, 3572, -1771, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56187, -884, 3543, -1777, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56224, -875, 3550, -1805, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56261, -903, 3570, -1781, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56299, -853, 3550, -1838, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56336, -879, 3574, -1790, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56374, -902, 3540, -1817, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56411, -927, 3567, -1815, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56449, -907, 3577, -1842, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56487, -896, 3571, -1853, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56525, -878, 3537, -1812, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56563, -879, 3582, -1845, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56600, -876, 3575, -1844, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56638, -871, 3552, -1827, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56676, -889, 3545, -1857, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56714, -865, 3514, -1825, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56752, -868, 3567, -1838, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56788, -874, 3569, -1880, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56825, -845, 3569, -1849, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56861, -814, 3573, -1876, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56898, -819, 3587, -1880, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56934, -809, 3537, -1846, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
56971, -843, 3553, -1836, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57007, -848, 3521, -1875, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57044, -832, 3510, -1900, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57080, -865, 3559, -1825, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57117, -832, 3577, -1864, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57154, -844, 3565, -1863, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57193, -813, 3576, -1878, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57233, -809, 3543, -1835, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57273, -813, 3552, -1891, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57313, -841, 3538, -1857, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57353, -832, 3558, -1880, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57393, -832, 3555, -1883, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57433, -851, 3608, -1843, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57473, -891, 3624, -1879, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57513, -851, 3552, -1850, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57553, -802, 3554, -1871, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57590, -815, 3564, -1852, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57628, -821, 3544, -1864, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57666, -831, 3521, -1861, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57704, -878, 3582, -1869, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57742, -875, 3563, -1846, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57779, -828, 3545, -1816, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57817, -838, 3570, -1826, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57855, -849, 3562, -1812, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57893, -840, 3591, -1817, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57931, -877, 3554, -1821, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
57969, -856, 3577, -1788, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58009, -846, 3619, -1807, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58049, -857, 3544, -1781, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58089, -903, 3561, -1817, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58129, -876, 3540, -1778, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58169, -894, 3568, -1799, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58209, -856, 3553, -1806, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58249, -863, 3567, -1754, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58289, -867, 3605, -1800, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58329, -845, 3572, -1752, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58369, -817, 3545, -1754, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58409, -866, 3579, -1783, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58449, -873, 3584, -1789, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58490, -852, 3545, -1797, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58530, -897, 3562, -1766, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58571, -911, 3543, -1836, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58611, -927, 3601, -1787, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58651, -924, 3600, -1858, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58692, -918, 3568, -1817, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58732, -931, 3623, -1796, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58773, -894, 3566, -1825, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58807, -907, 3586, -1780, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58841, -941, 3612, -1796, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58876, -931, 3578, -1801, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
58910, -895, 3549, -1803, 56, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
